Key,Source,Context,Changes,English,tchinese
plantedSorghumSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sorghum seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]高粱種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的高粱。高粱可被用於各種食物食譜，或製作成種子。\n高粱\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]大豆種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的大豆。大豆可被用於各種食物食譜，或製作成種子。\n大豆\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]混合香料種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的混合香料。香料可被用於各種食物食譜，或製作成種子。\n香料\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]菠菜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的菠菜。菠菜可以生吃，也可以用於各種食物食譜，或製作成種子。\n菠菜\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]南瓜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的南瓜。南瓜可以生吃，也可以用於各種食物食譜，或製作成種子。\n南瓜\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]草莓種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的草莓。草莓可以生吃，也可以用於各種食物食譜，或製作成種子。\n草莓\n[abddfc]類型：[ffffff]農業\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]楓樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropSorghumTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sorghum. Sorghum can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的高粱。高粱可於各種食物食譜中使用，或製作成種子。
foodCropSorghumTSK_AOO,items,Food,,Sorghum,高粱
,,,,,
plantedSoybeanSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Soybean seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]大豆種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropSoybeanTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested soybeans. Soybeans can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的大豆。大豆可於各種食物食譜中使用，或製作成種子。
foodCropSoybeanTSK_AOO,items,Food,,Soybean,大豆
,,,,,
plantedMixedSpicesSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Seeds for mixed spices. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]綜合香料種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropMixedSpicesAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mixed spices. Spices can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的綜合香料。香料可於各種食物食譜中使用，或製作成種子。
foodCropMixedSpicesAOO,items,Food,,Spices,香料
,,,,,
plantedSpinachSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Spinach seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]菠菜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的菠菜。菠菜可以生吃、用於各種食物食譜，或製作成種子。\n菠菜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]南瓜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的南瓜。南瓜可以生吃、用於各種食物食譜，或製作成種子。\n南瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]草莓種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的草莓。草莓可以生吃、用於各種食物食譜，或製作成種子。\n草莓\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]楓樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的西瓜。西瓜可以生吃、用於各種食物食譜，或製作成種子。\n西瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]小麥種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮收割的小麥。小麥可以被用於各種食物食譜，或製作成種子。\n小麥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]白橡樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]生白橡木板。白橡木板用於製作各種工作台。\n白橡木板
foodCropSpinachAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked spinach. Spinach can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的菠菜。菠菜可以生吃、用於各種食物食譜，或製作成種子。
foodCropSpinachAOO,items,Food,,Spinach,菠菜
,,,,,
plantedSquashSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Squash seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]南瓜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的南瓜。南瓜可以生吃、用於各種食物食譜或製成種子。\n南瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]草莓種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的草莓。草莓可以生吃、用於各種食物食譜或製成種子。\n草莓\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]楓樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的西瓜。西瓜可以生吃、用於各種食物食譜或製成種子。\n西瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]小麥種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮收割的小麥。小麥可以被用於各種食物食譜，或製成種子。\n小麥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]白橡樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]原木白橡木木板。白橡木木板用於製作各種工作台。\n白橡木木板
foodCropSquashAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked squash. Squash can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的南瓜。南瓜可以生吃、用於各種食物食譜，或製作成種子。
foodCropSquashAOO,items,Food,,Squash,南瓜
,,,,,
plantedStrawberrySeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Strawberry seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]草莓種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropStrawberryAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked strawberries. Strawberries can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的草莓。草莓可以生吃、用於各種食物食譜，或製作成種子。
foodCropStrawberryAOO,items,Food,,Strawberry,草莓
,,,,,
plantedSugarMapleTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Maple tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]楓樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
resourceMapleWoodPlankAOODesc,items,Resource,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Raw maple wood planks. Sugar maple wood planks are used to make various workbenches.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]未加工的楓木板。糖楓木板用於製作各種工作台。
resourceMapleWoodPlankAOO,items,Resource,,Maple Wood Plank,楓木板
,,,,,
plantedSugarcaneSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sugarcane seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]甘蔗種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropSugarcaneStalkAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sugarcane. Sugarcane must be processed before it can be used in food recipes, or it can be crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的甘蔗。甘蔗必須經過加工才能用於食物食譜，或可製作成種子。
foodCropSugarcaneStalkAOO,items,Food,,Sugarcane,甘蔗
,,,,,
plantedSunflowerSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sunflower seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]向日葵種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropSunflowerSeedAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sunflower seeds. Sunflower seeds can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的向日葵種子。向日葵種子可以生吃、用於各種食物食譜，或製作成種子。
foodCropSunflowerSeedAOO,items,Food,,Sunflower Seeds,向日葵種子
,,,,,
plantedTomatoSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Tomato seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]番茄種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropTomatoAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff] \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked tomatoes. Tomatoes can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff] \n\n[abddfc]說明：[ffffff]新鮮採摘的番茄。番茄可以生吃、用於各種食物食譜，或製作成種子。
foodCropTomatoAOO,items,Food,,Tomato,番茄
,,,,,
plantedValerianSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Valerian seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]纈草種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropValerianTSK_AOODesc,items,Medical,New,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked valerian. Those with migraines already know the benefits of the valerian root, but this herb is also an alchemical staple. It can also be crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的纈草。偏頭痛患者已經知道纈草根的好處，但這種草藥也是煉金術的主要成分。它也可以製作成種子。
foodCropValerianTSK_AOO,items,Medical,New,Valarian,纈草
,,,,,
plantedVanillaSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Vanilla seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]香草種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropVanillaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked vanilla. Vanilla can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的香草。香草可以用於各種食物食譜，或製作成種子。
foodCropVanillaTSK_AOO,items,Food,,Vanilla,香草
,,,,,
plantedGrapeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Grape seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]葡萄種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropGrapesAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked grapes. Grapes can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的葡萄。葡萄可以生吃、用於各種食物食譜，或製作成種子。
foodCropGrapesAOO,items,Food,,Grapes,葡萄
,,,,,
