Key,Source,Context,Changes,English,tchinese,中文機翻
drinkMangoSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Are you ready to get crazy? Drink some Mango Madness today!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]你準備好發瘋了嗎？今天就喝一些芒果狂熱吧！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]你準備好發瘋了嗎？今天就喝一些芒果狂熱吧！
,,,,,,
drinkMixedBerryJuiceTSK_AOO,items,Food,New,Mixed Berry Juice,綜合莓汁,綜合莓汁
drinkMixedBerryJuiceTSK_AOOSchematic,items,Food,,Mixed Berry Juice Recipe,綜合莓汁食譜,綜合莓汁食譜
drinkMixedBerryJuiceTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]100% fruit juice - not from concentrate. Ingredients may include fruit, fruit, and other fruit.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 果汁 - 非濃縮還原。成分可能包括水果、水果和其他水果。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 果汁 - 非濃縮還原。成分可能包括水果、水果和其他水果。
,,,,,,
drinkOrangeJuiceAOO,items,Food,,Orange Juice,柳橙汁,柳橙汁
drinkOrangeJuiceAOOSchematic,items,Food,,Orange Juice Recipe,柳橙汁食譜,柳橙汁食譜
drinkOrangeJuiceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]100% Orange juice - not from concentrate.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 柳橙汁 - 非濃縮還原。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 柳橙汁 - 非濃縮還原。
,,,,,,
drinkOrangeSodaTSK_AOO,items,Food,New,Obvious Orange Soda,明顯的柳橙汽水,明顯的柳橙汽水
drinkOrangeSodaTSK_AOOSchematic,items,Food,,Obvious Orange Soda Recipe,明顯的柳橙汽水食譜,明顯的柳橙汽水食譜
drinkOrangeSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Soda that is orange in taste and color. Obviously.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]在味道和顏色上都是柳橙的汽水。顯然。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]在味道和顏色上都是柳橙的汽水。顯然。
,,,,,,
drinkPineAppleJuiceAOO,items,Food,,Pineapple Juice,鳳梨汁,鳳梨汁
drinkPineAppleJuiceAOOSchematic,items,Food,,Pineapple Juice Recipe,鳳梨汁食譜,鳳梨汁食譜
drinkPineAppleJuiceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]100% pineapple juice - not from concentrate.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 鳳梨汁 - 非濃縮還原。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]100% 鳳梨汁 - 非濃縮還原。
,,,,,,
drinkPineappleSodaTSK_AOO,items,Food,New,Plentiful Pineapple Soda,豐盛鳳梨汽水,豐盛鳳梨汽水
drinkPineappleSodaTSK_AOOSchematic,items,Food,,Plentiful Pineapple Soda Recipe,豐盛鳳梨汽水食譜,豐盛鳳梨汽水食譜
drinkPineappleSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Plentiful Pineapple is great to enjoy alone or with a friend!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]豐盛鳳梨汽水無論是獨自享用還是與朋友分享都很棒！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]豐盛鳳梨汽水無論是獨自享用還是與朋友分享都很棒！
,,,,,,
drinkRaspberrySodaTSK_AOO,items,Food,New,Razzle Raspberry Soda,覆盆子汽水,覆盆子汽水
drinkRaspberrySodaTSK_AOOSchematic,items,Food,,Razzle Raspberry Soda Recipe,覆盆子汽水食譜,覆盆子汽水食譜
drinkRaspberrySodaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It razzles, it dazzles, it delights. Have a bottle of Razzle Raspberry!",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它令人驚嘆，令人眼花繚亂，令人愉悅。來一瓶覆盆子汽水吧！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它令人驚嘆，令人眼花繚亂，令人愉悅。來一瓶覆盆子汽水吧！
,,,,,,
drinkRootBeerSodaTSK_AOO,items,Food,New,Trader Joel's Root Beer,Trader Joel's 根汁汽水,Trader Joel's 根汁汽水
drinkRootBeerSodaTSK_AOOSchematic,items,Food,,Trader Joel's Root Beer Recipe,Trader Joel's 根汁汽水食譜,Trader Joel's 根汁汽水食譜
drinkRootBeerSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A deceptively delicious root beer made from Trader Joel's own secret recipe.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]一種令人驚奇的美味根汁汽水，由 Trader Joel's 自己的秘密配方製成。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]一種令人驚奇的美味根汁汽水，由 Trader Joel's 自己的秘密配方製成。
,,,,,,
drinkRootBeerFloatSodaTSK_AOO,items,Food,New,Root Beer Float,根汁汽水漂浮,根汁汽水漂浮
drinkRootBeerFloatSodaTSK_AOOSchematic,items,Food,,Root Beer Float Recipe,根汁汽水漂浮食譜,根汁汽水漂浮食譜
drinkRootBeerFloatSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Root beer and ice cream makes for a sweet treat that's easy to take with you.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]根汁汽水和冰淇淋製成一種甜美的款待，很容易隨身攜帶。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]根汁汽水和冰淇淋製成一種甜美的款待，很容易隨身攜帶。
,,,,,,
drinkSnowberrySodaTSK_AOO,items,Food,New,Snobby Snowberry Soda,傲慢雪莓汽水,傲慢雪莓汽水
drinkSnowberrySodaTSK_AOOSchematic,items,Food,,Snobby Snowberry Soda Recipe,傲慢雪莓汽水食譜,傲慢雪莓汽水食譜
drinkSnowberrySodaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]The tartness of this soda makes your nose wrinkle, but the taste is surprisingly good.",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]這種汽水的酸澀會讓你的鼻子皺起來，但味道卻出奇的好。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]這種汽水的酸澀會讓你的鼻子皺起來，但味道卻出奇的好。
,,,,,,
drinkSodaWaterTSK_AOO,items,Food,New,Soda Water,蘇打水,蘇打水
drinkSodaWaterTSK_AOOSchematic,items,Item,New,Soda Water Recipe,蘇打水食譜,蘇打水食譜
drinkSodaWaterTSK_AOODesc,items,Food,New,"[abddfc]TYPE: [ffffff]Foo \n\n[abddfc]DESCRIPTION:[ffffff]This doesn't do much for you on its own, but think of the possibilities!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]這本身對你沒有多大幫助，但想想可能性吧！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]這本身對你沒有多大幫助，但想想可能性吧！
,,,,,,
drinkSpruceBeerSodaTSK_AOO,items,Food,,Salacious Spruce Beer Soda,淫蕩雲杉啤酒汽水,淫蕩雲杉啤酒汽水
drinkSpruceBeerSodaTSK_AOOSchematic,items,Food,,Salacious Spruce Beer Soda Recipe,淫蕩雲杉啤酒汽水食譜,淫蕩雲杉啤酒汽水食譜
drinkSpruceBeerSodaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \\n\n[abddfc]DESCRIPTION:[ffffff]Salacious Spruce Beer: don't ask, just drink!",[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]淫蕩雲杉啤酒：別問，喝就對了！,[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]淫蕩雲杉啤酒：別問，喝就對了！
,,,,,,
drinkStrawberrySodaTSK_AOO,items,Food,New,Sublime Strawberry Soda,昇華草莓汽水,昇華草莓汽水
drinkStrawberrySodaTSK_AOOSchematic,items,Item,New,Sublime Strawberry Soda Recipe,昇華草莓汽水食譜,昇華草莓汽水食譜
drinkStrawberrySodaTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Strawberry soda truly is sublime!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]草莓汽水真是太棒了！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]草莓汽水真是太棒了！
,,,,,,
drinkV8JuiceAOO,items,Food,,V8 Veggie Juice,V8 蔬菜汁,V8 蔬菜汁
drinkV8JuiceAOOSchematic,items,Food,,V8 Veggie Juice Recipe,V8 蔬菜汁食譜,V8 蔬菜汁食譜
drinkV8JuiceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]I coulda had a V8!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]我本可以喝一瓶 V8！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]我本可以喝一瓶 V8！
,,,,,,
drinkWatermelonJuiceTSK_AOO,items,Food,New,Watermelon Juice,西瓜汁,西瓜汁
drinkWatermelonJuiceTSK_AOOSchematic,items,Food,,Watermelon Juice Recipe,西瓜汁食譜,西瓜汁食譜
drinkWatermelonJuiceTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]100% watermelon juice - not from concentrate.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]100% 西瓜汁 - 非濃縮還原。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]100% 西瓜汁 - 非濃縮還原。
,,,,,,
drinkWatermelonSodaTSK_AOO,items,Food,New,Wild Watermelon Soda,野西瓜汽水,野西瓜汽水
drinkWatermelonSodaTSK_AOOSchematic,items,Food,,Wild Watermelon Soda Recipe,野西瓜汽水食譜,野西瓜汽水食譜
drinkWatermelonSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Let's get wild with Wild Watermelon Soda!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]讓我們用野西瓜汽水來野一下吧！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]讓我們用野西瓜汽水來野一下吧！
,,,,,,
,,,,,,
,,,,,,
drinkBrandyTSK_AOO,items,Food,New,Brandy,白蘭地,白蘭地
drinkBrandyTSK_AOOSchematic,items,Food,,Brandy Recipe,白蘭地食譜,白蘭地食譜
drinkBrandyTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Brandy,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]白蘭地,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]白蘭地
,,,,,,
drinkChampagneTSK_AOO,items,Food,New,Champagne,香檳,香檳
drinkChampagneTSK_AOOSchematic,items,Food,,Champagne Recipe,香檳食譜,香檳食譜
drinkChampagneTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Time to celebrate. Break out the bubbly!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]慶祝時間到了。打開香檳！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]慶祝時間到了。打開香檳！
,,,,,,
drinkGinTSK_AOO,items,Food,New,Gin,琴酒,琴酒
drinkGinTSK_AOOSchematic,items,Item,New,Gin Recipe,琴酒食譜,琴酒食譜
drinkGinTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Now you know why it tastes like pine. This would be much better off mixed with something.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]現在你知道為什麼它嚐起來像松樹了。這與其他東西混合會好得多。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]現在你知道為什麼它嚐起來像松樹了。這與其他東西混合會好得多。
,,,,,,
drinkMimosaTSK_AOO,items,Food,New,Mimosa,含羞草,含羞草
drinkMimosaTSK_AOOSchematic,items,Food,,Mimosa Recipe,含羞草食譜,含羞草食譜
drinkMimosaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Enjoy at breakfast or at any time of day.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]在早餐或一天中的任何時間享用。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]在早餐或一天中的任何時間享用。
,,,,,,
drinkMochaTSK_AOO,items,Food,New,Mocha,摩卡,摩卡
drinkMochaTSK_AOOSchematic,items,Food,,Mocha Recipe,摩卡食譜,摩卡食譜
drinkMochaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Chocolate and coffee come together in perfect harmony.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]巧克力和咖啡完美融合。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]巧克力和咖啡完美融合。
,,,,,,
drinkMoonshineTSK_AOO,items,Food,New,Moonshine,私釀酒,私釀酒
drinkMoonshineTSK_AOOSchematic,items,Food,,Moonshine Recipe,私釀酒食譜,私釀酒食譜
drinkMoonshineTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Lightweights need not attempt.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]輕量級的人不要嘗試。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]輕量級的人不要嘗試。
,,,,,,
drinkPortTSK_AOO,items,Food,New,Port,波特酒,波特酒
drinkPortTSK_AOOSchematic,items,Food,,Port Recipe,波特酒食譜,波特酒食譜
drinkPortTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]What's better than wine? Fortified wine!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]比葡萄酒更好的東西是什麼？加強葡萄酒！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]比葡萄酒更好的東西是什麼？加強葡萄酒！
,,,,,,
drinkRedWineTSK_AOO,items,Food,New,Red Wine,紅酒,紅酒
drinkRedWineTSK_AOOSchematic,items,Food,,Red Wine Recipe,紅酒食譜,紅酒食譜
drinkRedWineTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Red wine, featuring hints of cherry, plum, and spice, aged in an oak barrel for many years.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]紅酒，帶有櫻桃、李子和香料的香氣，在橡木桶中陳釀多年。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]紅酒，帶有櫻桃、李子和香料的香氣，在橡木桶中陳釀多年。
,,,,,,
drinkRumTSK_AOO,items,Food,New,Rum,蘭姆酒,蘭姆酒
drinkRumTSK_AOOSchematic,items,Food,,Rum Recipe,蘭姆酒食譜,蘭姆酒食譜
drinkRumTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n \n\n[abddfc]DESCRIPTION:[ffffff]If gone, just make, find, or steal more!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]如果沒有了，就做、找或偷更多！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]如果沒有了，就做、找或偷更多！
,,,,,,
drinkSakeTSK_AOO,items,Food,New,Sake,清酒,清酒
drinkSakeTSK_AOOSchematic,items,Food,,Sake Recipe,清酒食譜,清酒食譜
drinkSakeTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Smooth and silky rice wine.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。
,,,,,,
drinkSakeChilledTSK_AOO,items,Food,New,Chilled Sake,冰鎮清酒,冰鎮清酒
drinkSakeChilledTSK_AOOSchematic,items,Food,,Chilled Sake Recipe,冰鎮清酒食譜,冰鎮清酒食譜
drinkSakeChilledTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Smooth and silky rice wine.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。
,,,,,,
drinkSakeHotTSK_AOO,items,Food,New,Hot Sake,熱清酒,熱清酒
drinkSakeHotTSK_AOOSchematic,items,Food,,Hot Sake Recipe,熱清酒食譜,熱清酒食譜
drinkSakeHotTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Smooth and silky rice wine.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]柔滑的米酒。
,,,,,,
drinkTequilaTSK_AOO,items,Food,New,Tequila,龍舌蘭酒,龍舌蘭酒
drinkTequilaTSK_AOOSchematic,items,Food,,Tequila Recipe,龍舌蘭酒食譜,龍舌蘭酒食譜
drinkTequilaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Wherever you are, it's a party with tequila!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]無論你在哪裡，龍舌蘭酒都是派對！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]無論你在哪裡，龍舌蘭酒都是派對！
,,,,,,
drinkVodkaTSK_AOO,items,Food,New,Vodka,伏特加,伏特加
drinkVodkaTSK_AOOSchematic,items,Food,,Vodka Recipe,伏特加食譜,伏特加食譜
drinkVodkaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Always be true to the Motherland.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]永遠忠於祖國。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]永遠忠於祖國。
,,,,,,
drinkWhiskeyTSK_AOO,items,Food,New,Whiskey,威士忌,威士忌
drinkWhiskeyTSK_AOOSchematic,items,Food,,Whiskey Recipe,威士忌食譜,威士忌食譜
drinkWhiskeyTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Whiskey, scotch, and bourbon",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]威士忌、蘇格蘭威士忌和波本威士忌,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]威士忌、蘇格蘭威士忌和波本威士忌
,,,,,,
resourceWhiskeyStoneTSK_AOO,items,Food,New,Whiskey Stone,威士忌石,威士忌石
resourceWhiskeyStoneTSK_AOOSchematic,items,Food,,Whiskey Stone Recipe,威士忌石食譜,威士忌石食譜
resourceWhiskeyStoneTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Chill your scotch without watering it down with these whiskey stones.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]用這些威士忌石冷卻你的蘇格蘭威士忌，而不會用水稀釋它。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]用這些威士忌石冷卻你的蘇格蘭威士忌，而不會用水稀釋它。
,,,,,,
drinkWhiteWineTSK_AOO,items,Food,New,White Wine,白葡萄酒,白葡萄酒
drinkWhiteWineTSK_AOOSchematic,items,Food,,White Wine Recipe,白葡萄酒食譜,白葡萄酒食譜
drinkWhiteWineTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]White wine, featuring floral hints and a light fruit finish.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]白葡萄酒，帶有花香和清淡的水果味。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]白葡萄酒，帶有花香和清淡的水果味。
,,,,,,
drinkSchnappsTSK_AOO,items,Food,New,Schnapps,水果白蘭地,水果白蘭地
drinkSchnappsTSK_AOOSchematic,items,Food,,Schnapps Recipe,水果白蘭地食譜,水果白蘭地食譜
drinkSchnappsTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]A light alcohol made from different fruits.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]由不同水果製成的清淡酒精。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]由不同水果製成的清淡酒精。
,,,,,,
,,,,,,
drugClawedPainkillersTSK_AOO,items,Medical,New,Clawed Painkillers,爪狀止痛藥,爪狀止痛藥
drugClawedPainkillersTSK_AOOSchematic,items,Item,New,Clawed Painkillers Recipe,爪狀止痛藥食譜,爪狀止痛藥食譜
drugClawedPainkillersTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]More powerful than regular painkillers and gives you better knuckle brawling for a short time.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]比普通止痛藥更有效，並在短時間內讓你的指關節打架更好。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]比普通止痛藥更有效，並在短時間內讓你的指關節打架更好。
,,,,,,
medicalLionBalmTSK_AOO,items,Medical,New,Lion Balm,萬金油,萬金油
medicalLionBalmTSK_AOOSchematic,items,Item,New,Lion Balm Recipe,萬金油食譜,萬金油食譜
medicalLionBalmTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Apply to aches and pains to regain the strength of the lion!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]塗抹在疼痛部位，以恢復獅子的力量！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]塗抹在疼痛部位，以恢復獅子的力量！
,,,,,,
medicalMentholTSK_AOO,items,Medical,New,Menthol,薄荷醇,薄荷醇
medicalMentholTSK_AOOSchematic,items,Item,New,Menthol Recipe,薄荷醇食譜,薄荷醇食譜
medicalMentholTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Menthol is a common ingredient in medical recipes.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]薄荷醇是醫學食譜中常見的成分。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]薄荷醇是醫學食譜中常見的成分。
,,,,,,
drugRestorativeTabletTSK_AOO,items,Medical,New,Restorative Capsule,恢復膠囊,恢復膠囊
drugRestorativeTabletTSK_AOOSchematic,items,Item,New,Restorative Capsule Recipe,恢復膠囊食譜,恢復膠囊食譜
drugRestorativeTabletTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Hefty anti-ouch meds for the survivor on the move.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]為移動中的倖存者提供強效的止痛藥。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]為移動中的倖存者提供強效的止痛藥。
,,,,,,
drinkRoseWaterTSK_AOO,items,Food,New,Rose Water,玫瑰水,玫瑰水
drinkRoseWaterTSK_AOOSchematic,items,Item,New,Rose Water Recipe,玫瑰水食譜,玫瑰水食譜
drinkRoseWaterTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Rose water can be used in cooking as well as in medicinal recipes.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]玫瑰水可用於烹飪和藥用食譜。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]玫瑰水可用於烹飪和藥用食譜。
